"","ID","SITE","DBCODE","SITECODE","SITENAME","LONDD","LATDD","ID","BslTempMn.Sprg","BslTempMn.Summ","BslTempMn.Fall","BslTempMn.Wint","BslTempSd.Sprg","BslTempSd.Summ","BslTempSd.Fall","BslTempSd.Wint","BslPrecMn.Sprg","BslPrecMn.Summ","BslPrecMn.Fall","BslPrecMn.Wint","BslPrecSd.Sprg","BslPrecSd.Summ","BslPrecSd.Fall","BslPrecSd.Wint"
"23",24,"43","GPD24","G33","Cedar Bog",-74.658,41.3314,23,17.3677773895777,41.5877768482185,21.8333328453203,-4.67555545104875,0.987962715256312,0.330190734352262,0.677675751310772,0.774398195881321,298.200004443526,333.833338307838,299.800004467368,256.033337148527,8.9016853663526,35.8253174666077,9.14111604183439,16.3536950351829
"24",25,"45","GPD25","G34","Chism 1",-76.146,54.799,24,-13.4722219210946,21.2166661924372,1.67999996244907,-41.0522213046335,0.538901476925292,1.18114348731819,0.756005568031358,1.71397627856652,97.9333347926537,233.333336810271,244.000003635883,96.2333347673218,4.83356328494982,8.2203001981178,5.74717330383996,0.757187790723014
"25",26,"50","GPD26","G36","Clear Lake",-86.53,41.65,25,18.025555152653,44.1755545681549,23.4022216991418,-5.75999987125397,0.393196765999392,0.224408683004969,0.514353232159124,0.55245913646813,276.466670786341,298.500004447997,248.700003705919,181.333336035411,21.4131582677193,29.9000004455447,12.7212422672831,10.3693460033783
"26",27,"51","GPD27","G37","Clearwater Lake",-107.933,50.874,26,7.43222205609911,36.9399991743267,9.99222199887865,-25.4077772098697,1.00640354871707,1.09485663788669,1.77246319721576,2.46432841629,71.4000010639429,163.63333577166,56.9000008478761,41.4000006169081,10.7670796158932,13.8601348860124,3.98371691677043,5.00000007450581
"27",28,"52","GPD28","G38","Colo Marsh",-93.27,42.02,27,18.4288884769711,45.3611100972113,21.852221733787,-11.9577775105006,0.285624715027439,0.201668957830063,0.387374821782582,0.700526241549438,238.600003555417,330.300004921854,192.200002864003,80.9000012055039,33.2239376488805,15.6086516797813,15.6329781962168,3.63455642323636
"28",29,"54","GPD29","G39","Conroy Lake",-67.883,46.283,28,7.64555538466407,35.2822214336031,13.6133330290516,-19.0877773511327,1.29230769733906,0.572803359833306,0.190350549548923,1.24176096791569,260.100003875792,299.866671135028,296.266671081384,268.400003999472,25.9824944937789,6.69054068572822,37.3054067771553,13.5114768045803
"29",30,"56","GPD30","G40","Coppermine Saddleback",-115.317,67.833,29,-32.5899992715567,15.1277774396456,-15.0411107749161,-55.9655543046279,0.314395356240756,0.600965259490249,3.16573546485939,2.31325242847005,38.4666672398647,90.0333346749346,68.033334347109,33.566667166849,9.57096317323003,10.9436436757854,6.92122350173464,4.5236416683009
"30",31,"57","GPD31","G41","Cranberry Glades",-80.283,38.2,30,18.7833329134931,39.7144435567574,22.013332841297,-0.618888875055644,0.759524688202648,0.153562627052638,0.594764179007812,0.917038288004078,349.200005203485,373.933338905374,272.666670729717,332.000004947186,14.4211652163752,28.1233596304689,4.02533648484575,18.0601774554024
"31",32,"58","GPD32","G42","Crates Lake",-81.267,49.183,31,0.00999999977648258,32.4377770527369,8.42111092288461,-31.3799992986023,0.887343080538327,0.345274976628044,0.385419435819639,2.0895958738276,160.633335726957,251.433337079982,235.833336847524,158.866669033964,3.92725524927837,7.91980651295436,13.2020202441778,7.33507565992319
"32",33,"59","GPD33","G43","Crawford Lake",-79.83,43.5,32,13.8911108006206,41.8588879532698,22.0877772840775,-6.25222208247417,0.80065480669953,0.326621304743652,0.625675916805402,0.557627235927087,217.300003238022,226.533336708943,210.000003129244,198.533336291711,10.8018518540728,21.3612580840229,20.9186522759283,15.1500277284783
"33",34,"60","GPD34","G44","Crider's Pond",-77.55,39.967,33,21.6699995156378,45.3211100981053,25.3599994331598,0.575555542690886,0.857949733301746,0.247146674569835,0.662897664567566,0.783335679887043,267.700003989041,303.600004523993,240.86667025586,226.533336708943,5.82837893520873,28.763171324735,10.3645229767123,14.0061893168611
"34",35,"63","GPD35","G45","Cub Lake",-84.9536,44.7189,34,9.68111089472142,37.2733325002094,17.0277773971773,-13.4044441448318,0.576718032347836,0.180215915850704,0.407558212134523,0.936407614268806,182.500002719462,228.133336732785,204.433336379627,127.433335232238,12.3466596512201,14.0571454862775,15.8752430168553,8.64889215811172
"35",36,"64","GPD36","G46","Cupola Pond",-91.1,36.8,35,29.4466660084824,51.2244432994889,31.3588881879631,7.20222206124001,0.0964365054544056,0.182127342503915,0.728425480048488,1.22361180894707,344.10000512749,277.666670804222,273.900004081428,261.500003896654,32.3406869310292,4.80867279220185,16.1232753417974,15.0263104829185
"36",37,"65","GPD37","G47","Cycloid Lake",-105.267,55.267,36,-1.30222219311529,31.3688881877396,2.18999995104969,-37.9366658187161,0.723082377585718,0.120753802547324,1.98857566025444,4.3492578216095,86.3333346198003,198.20000295341,125.133335197965,63.733334283034,9.21158704361848,17.2832291225411,1.00664460636961,5.17815933826229
"37",38,"66","GPD38","G48","Dark Lake",-91.475,45.275,37,11.641110850912,40.03888799395,16.7133329597612,-18.7377773589558,0.0333888419232945,0.172250889820637,0.516569871862043,1.08981307548524,201.733336339394,316.366671380897,184.900002755225,71.3333343962828,17.8746564402026,19.29620025886,8.19573071799105,2.85365267263267
"38",39,"68","GPD39","G49","Deer Lake Bog",-71.833,44.033,38,4.8755554465784,31.2433326349904,11.2366664155076,-18.2677773694611,1.19745251617448,0.487897974788816,0.364249601024653,0.916904999022218,313.666671340664,362.866672073801,353.733338604371,303.566671190162,12.4166556660019,33.6918887443735,21.6786380416144,15.1447462893537
"39",40,"70","GPD40","G50","Demont Lake",-85,43.48,39,14.5944441182332,41.7611101776775,20.5622217626207,-9.2633331262817,0.529500101828921,0.286595592019878,0.500003692514032,0.633798060933142,217.233336570362,244.966670316954,218.766669926544,135.233335348467,15.5513131452243,23.3868199983135,16.7045904364481,10.646282764948
"40",41,"72","GPD41","G52","Devils Lake [Wisconsin]",-89.732,43.418,40,14.3866663450996,41.4733324063321,18.7966662465284,-14.4666663433115,0.14240005923907,0.256536757929788,0.450924965203331,0.619435212792487,216.766669896742,308.033337923388,205.366669726868,92.6000013798475,22.8040204532279,27.3459934107286,10.7360764140559,5.23736582811223
"41",42,"73","GPD42","G53","Diana 375",-69.958,60.988,41,-22.3288883897993,11.0455553086681,-4.55777767590351,-42.7199990451336,0.652349017194996,1.39484895839243,1.97827735834254,2.01306561049943,60.4666675676902,170.500002540648,115.933335060875,56.9666675155362,3.42685478001504,0.953939215631747,6.65231799091004,6.80024519495379
"42",43,"74","GPD43","G54","Dismal Swamp [1]",-76.45,36.583,42,29.034443795474,50.346665541331,34.0344436837153,12.7555552704467,0.755294872793639,0.102686143043113,0.589927791562103,0.932316886019923,267.500003986061,399.666672622164,259.800003871322,254.133337120215,0.173205083337845,29.7587526574246,2.95972976149316,19.2255908712572
"43",44,"78","GPD44","G56","Lac Dufresne",-70.35,45.85,43,5.43999987840652,33.1944437024908,11.6011108518061,-20.0566662183652,1.27153884676561,0.542487400256161,0.235332698547686,1.09599774516775,234.366670159002,325.800004854798,281.333337525527,238.566670221587,9.46379078395802,14.8162075627404,24.4965987683435,10.9006117660682
"44",45,"79","GPD45","G57","Eagle Lake Bog",-71.6593,44.1605,44,4.8755554465784,31.2433326349904,11.2366664155076,-18.2677773694611,1.19745251617448,0.487897974788816,0.364249601024653,0.916904999022218,313.666671340664,362.866672073801,353.733338604371,303.566671190162,12.4166556660019,33.6918887443735,21.6786380416144,15.1447462893537
"45",46,"82","GPD46","G60","Edward Lake",-80.25,44.367,45,8.96999979950488,36.5499991830438,17.0133329530557,-13.2566663703571,0.821462092755405,0.25403411276533,0.48115600459909,0.701815091335312,205.833336400489,233.433336811761,251.233337077002,212.333336497347,11.2611427978099,16.0780390917964,25.7643814813439,15.2165482365043
"46",47,"85","GPD47","G61","Ferndale Bog",-95.808,34.406,46,34.093332571288,55.5533320916196,36.6211102925655,12.7322219376349,0.306612307170615,0.274651287929259,0.646325783458109,1.35715931236645,363.533338750402,260.466670547922,288.466670965155,225.400003358722,33.9801908138357,18.5516399164656,6.31057323229524,21.2619381400835
"47",48,"87","GPD48","G63","Frains Lake",-83.63,42.33,47,17.2888885024521,44.2433323444178,23.6033328057577,-5.82222209208541,0.579313118012228,0.321921308242499,0.563037385028392,0.556749815009951,225.000003352761,250.700003735721,197.400002941489,159.133335704605,15.9549367778904,24.373551602191,15.3580600021446,13.4589501348294
"48",49,"89","GPD49","G64","Hayes Lake",-93.75,49.583,48,4.8433332250764,36.0399991944432,9.10333312985798,-30.367777099005,0.20954977725622,0.389743496686655,0.995227478268145,3.1533919891056,132.566668642064,269.566670683523,178.500002659857,81.2000012099743,15.2204908014636,21.4411601139993,7.58221614789077,4.39658965291041
"49",50,"90","GPD50","G65","French Lake",-94.417,44.95,49,14.9533329991003,43.5244434715973,18.8522218008422,-17.4766662760327,0.277208298954468,0.183313126102581,0.578833424372098,0.81221916408634,192.166669530173,318.80000475049,149.433335560064,60.8666675736507,22.4758392143291,14.6242950727145,11.2811053149094,2.28983263353391
"50",51,"91","GPD51","G66","Saint-Gabriel",-73.476,46.276,50,6.51111096557644,35.491110317823,12.4777774988777,-22.0755550621284,1.22172158734268,0.463804705882153,0.261668430097148,1.04120298464828,255.100003801286,293.766671044131,300.800004482269,260.066670541962,7.23809377953503,9.65004332159317,29.3654563339213,16.0179068851025
"51",52,"92","GPD52","G67","Gass Lake",-87.7305,44.0534,51,12.0755552856459,40.0555546602441,19.4522217874312,-12.4933330540856,0.333938332375477,0.19726837829512,0.448321964226074,0.833073274140034,198.566669625541,251.766670418282,205.033336388568,112.3000016734,15.3929639899142,21.1530930756824,9.76234276050549,6.2000000923872
"52",53,"93","GPD53","G68","Upper Gillies Lake",-60.392,46.067,52,5.90888875681493,33.3622214765184,18.3977773665554,-8.29555537013544,1.15185998375225,0.470063027031068,0.172121830694261,1.52621654194533,335.83333833764,253.633337112765,418.066672896345,429.500006400049,30.6139406359989,17.0511976704911,35.4942723672368,27.1094083650367
"53",54,"95","GPD54","G70","Goshen Springs",-86.134,31.721,53,37.8488880429003,54.4544432272928,39.7677768888987,21.8911106218066,0.349925910264288,0.217519683476409,0.509055031850887,1.37442644899649,365.533338780204,374.000005573034,270.633337366084,367.533338810007,43.5915518187229,33.6285597922785,31.7000530485595,28.2287682530023
"54",55,"97","GPD55","G71","Grant Lake",-100.467,64.717,54,-32.772221489706,16.1855551937802,-16.2811107471999,-60.086665323625,0.245975000760194,0.702893474982582,3.05880204526421,1.14324584087726,33.5333338330189,99.900001488626,68.000001013279,17.0333335871498,2.90229798338631,4.29301765070408,2.08806133289665,0.986576587164386
"55",56,"98","GPD56","G72","Gravel Ridge",-62.633,55.033,55,-15.4566663211832,18.1711107049551,-3.03777770987815,-40.2099991012365,0.743288472317509,1.34270177908371,2.05239512219755,0.411987045604182,160.333335722486,257.166670498749,212.633336501817,157.733335683743,9.71099048211827,9.30877735880518,3.06159004647592,17.4769374444224
"56",57,"100","GPD57","G73","Hack Pond",-78.997,37.985,56,27.4677771638251,48.7499989103526,30.2077771025813,7.77222204849952,0.78905239108132,0.140988570065702,0.62387972280414,0.940888054337869,250.433337065081,314.366671351095,250.666670401891,223.96667000403,9.04673066761992,17.4786539080686,1.27410100922668,13.2884663748653
"57",58,"101","GPD58","G74","Harrowsmith Bog",-76.7,44.417,57,11.717777515865,39.2811102331099,19.5499995630234,-11.2611108594057,1.01211730332411,0.316953079758473,0.53113085712388,0.665468352629405,228.633336740235,215.43333654354,249.266670381029,247.866670360168,8.92711239474332,16.9889182096736,23.6909972365092,16.2297055174567
"58",59,"102","GPD59","G75","Hawke Hills Kettle",-53.133,47.322,58,5.00111099932757,27.8766660435746,16.2388885259214,-6.35333319132527,0.736065600590448,0.638931385270658,1.00491198769067,1.17528717267359,303.100004516542,272.700004063547,389.733339140813,394.700005881488,26.2855477514036,16.4015245638057,32.5248115268962,35.7060224331355
"59",60,"104","GPD60","G76","Heart Lake [New York]",-73.968,44.181,59,6.75333318238457,33.3044437000321,13.0311108198431,-16.9711107317772,1.13346565321226,0.416631100281515,0.473806482181272,0.791456679611258,246.733337009946,305.666671221455,273.566670743128,242.666670282682,8.98461661614318,25.8863545773438,20.1529984229977,14.5300839510754
"60",61,"105","GPD61","G77","Heart's Content Bog",-73.979,42.242,60,17.3999996110797,43.1144434807615,22.4999994970858,-5.83999986946583,1.05902993078926,0.397231148751851,0.624134942965421,0.88204936161833,267.666670655211,289.800004318357,261.366670561333,234.300003491342,11.2669133801827,34.8767836282425,11.3014749984144,14.3885373186427
"61",62,"106","GPD62","G78","Hebron Lake1",-63.033,58.2,61,-18.1255551504178,13.5277774754084,-4.36222212471896,-39.8788879975263,0.996149973876868,1.37989261125047,2.45435963383384,1.22612908186117,154.233335631589,223.066669990619,200.700002990663,170.700002543628,4.00666118005503,4.89931975366871,4.27200193631655,14.1488517543342
"62",63,"107","GPD63","G79","Hell's Kitchen Lake",-89.7,46.183,62,6.07444430867003,34.7166658906887,12.1799997277558,-22.0644439512657,0.199786919067499,0.130511810085846,0.546168459969038,1.47413373654718,194.300002895296,297.733337769906,201.866669674714,88.6333346540729,12.3705296798742,19.8505250579611,7.9513102830625,3.35608904366479
"63",64,"108","GPD64","G80","Helmetta Bog",-74.433,40.383,63,21.1277773055351,45.7355545332862,27.30222161197,2.02888884353969,0.932864940993288,0.307070982636564,0.62404889201716,0.795559417341859,292.4000043571,329.833338248233,269.433337348203,271.333337376515,9.85951331948407,33.1495605714903,5.0767444392483,17.0939563016193
"64",65,"110","GPD65","G81","Houghton Bog",-78.67,42.542,64,13.2899997029454,40.5266657608251,21.8566661781321,-6.191110972729,0.831524685396564,0.361954562416967,0.733575701122181,0.566532651231385,232.50000346452,255.300003804266,247.733337024848,255.466670473417,9.20651956637495,29.493898113419,23.5253767201979,19.309151831319
"65",66,"111","GPD66","G82","Hudson Lake",-86.53,41.67,65,18.025555152653,44.1755545681549,23.4022216991418,-5.75999987125397,0.393196765999392,0.224408683004969,0.514353232159124,0.55245913646813,276.466670786341,298.500004447997,248.700003705919,181.333336035411,21.4131582677193,29.9000004455447,12.7212422672831,10.3693460033783
"66",67,"112","GPD67","G83","Iglutalik Lake",-66.083,66.135,66,-31.946665952603,4.63999989628792,-16.7166662930201,-48.9777766830391,1.36295427707655,0.870868002172254,2.84139826204087,3.869441925156,64.566667628785,127.066668560108,132.666668643554,44.8333340014021,2.40069437977725,3.95769298962629,11.0500378719847,2.60256287824029
"67",68,"114","GPD68","G84","Jack Lake",-81.767,47.317,67,3.77888880442414,34.0488881278369,10.0677775527454,-25.5666660952071,0.850910169042934,0.133763192967018,0.201503602668977,1.53952731008278,185.900002770126,233.466670145591,235.533336843053,161.133335734407,8.41486791995587,4.97225643648295,19.0678615520714,9.49227770446177
"68",69,"115","GPD69","G85","Jackson Pond",-85.717,37.45,68,27.064443839507,49.1855544561727,30.4677770967699,5.55555543137921,0.515410648194962,0.0905129395520615,0.593130413970531,1.07271373785081,359.466672023137,322.733338142435,273.366670740147,333.433338301877,37.3925577488762,22.0048482785957,4.30851875782893,12.100137920569
"69",70,"116","GPD70","G86","Jacobson Lake",-92.717,46.417,69,11.1244441957937,39.4299991186708,15.9922218647682,-20.0888884398672,0.0917928404030387,0.162719932995711,0.700002629851367,1.36368099011249,178.100002653897,304.566671205064,151.700002260506,60.4666675676902,15.2803798041326,18.0511313508107,9.73704281728073,2.2501852110954
"70",72,"125","GPD72","G89","Kotiranta Lake",-92.62,46.72,70,9.28999979235232,37.7622213781708,14.4455552326722,-21.9244439543949,0.0493288275205772,0.135414313192172,0.736058052915639,1.58903298047853,173.100002579391,299.800004467368,151.633335592846,61.7333342532317,10.8972475212333,14.2168915738865,9.2511261954378,2.38607072464499
"71",73,"127","GPD73","G90","Lac Colin",-70.3,46.717,71,4.63999989628792,32.8111103777256,11.0244441980289,-21.968888397846,1.24531563942016,0.579054132801469,0.17160462357324,1.21637588936497,250.466670398911,339.866671731075,307.433337914447,252.233337091903,13.4288249190942,8.10329163304969,30.1712339897209,10.5614078918288
"72",74,"128","GPD74","G91","Lac Hamard",-67.5,54.8,72,-14.4055552335663,21.453332853814,-2.84555549195243,-43.7211101338681,0.430894838760293,1.37612980807657,1.18622804474229,0.406671211285426,158.133335689704,266.90000397712,246.300003670156,141.333335439364,11.4019005962925,8.38629847405859,8.48587073588004,12.7946605352418
"73",75,"131","GPD75","G93","Lac Romer",-73.331,45.964,73,9.06777757509715,37.7011102684256,15.3877774338341,-18.7577773585088,1.1995940403305,0.455830530123776,0.311204344151393,0.962186916517291,247.600003689528,284.53333757321,285.766670924922,264.400003939867,7.20832862378851,13.1386201131591,25.9894854405279,15.7952526866581
"74",76,"134","GPD76","G94","Lake 27",-84.783,45.067,74,9.43777756682701,37.1199991703033,17.2899996135384,-13.6266663620869,0.597813905413118,0.14678025576123,0.39252741418908,1.06339600364113,188.500002808869,232.26667012771,215.36666987588,136.166668695708,12.4145078272614,11.9399890109686,16.8660410829276,8.74090016018546
"75",77,"138","GPD77","G97","Lake Mary",-89.9,46.25,75,6.07444430867003,34.7166658906887,12.1799997277558,-22.0644439512657,0.199786919067499,0.130511810085846,0.546168459969038,1.47413373654718,194.300002895296,297.733337769906,201.866669674714,88.6333346540729,12.3705296798742,19.8505250579611,7.9513102830625,3.35608904366479
"76",78,"139","GPD78","G98","Lake Six",-81.317,48.4,76,2.80222215958768,34.677777002669,9.35888867970142,-28.3177771448261,0.880607935294785,0.24049331477511,0.246403758292464,1.80049783328755,181.666669373711,245.266670321425,229.400003418326,164.633335786561,5.38175939600684,6.57672674074141,16.3107329059307,7.90274225788667
"77",79,"140","GPD79","G99","Tourbière de Lanoraie STJEAN",-73.217,46,77,9.06777757509715,37.7011102684256,15.3877774338341,-18.7577773585088,1.1995940403305,0.455830530123776,0.311204344151393,0.962186916517291,247.600003689528,284.53333757321,285.766670924922,264.400003939867,7.20832862378851,13.1386201131591,25.9894854405279,15.7952526866581
"78",80,"144","GPD80","G101","Little Bass Lake",-93.6,47.283,78,8.67888869490061,37.7922213775002,13.3644441457258,-24.486666119347,0.0712845092170911,0.120061709842991,0.836077684594579,1.83000906654157,163.76666910698,300.166671139499,149.133335555593,54.0666674723228,6.48254075079565,11.3200413935772,9.26516788254072,2.2278540080652
"79",81,"145","GPD81","G102","Little Lake [New Brunswick]",-66.717,45.144,79,7.69666649463276,31.632221515187,15.3777774340577,-13.574444141032,1.2313858222859,0.565551177038667,0.166844346001369,1.2668435265842,282.166670871278,267.13333731393,332.366671619316,368.533338824908,21.1410346637359,12.0475448809681,28.2298309786562,21.777588192164
"80",82,"146","GPD82","G103","Little Pine Lake",-91.483,45.283,80,11.641110850912,40.03888799395,16.7133329597612,-18.7377773589558,0.0333888419232945,0.172250889820637,0.516569871862043,1.08981307548524,201.733336339394,316.366671380897,184.900002755225,71.3333343962828,17.8746564402026,19.29620025886,8.19573071799105,2.85365267263267
"81",83,"149","GPD83","G105","Lake Louise",-83.258,30.725,81,40.586665759484,54.8966654396305,42.2233323895683,26.3366660779963,0.384548789059496,0.192296063726595,0.4248267525825,1.31639656735094,289.833337652187,474.433340402941,261.900003902614,308.900004602969,38.0158306025759,21.114529277725,20.0815839021324,25.5747926578654
"82",84,"151","GPD84","G106","Tourbière de Lanoraie JOSEPH",-73.303,45.992,82,9.06777757509715,37.7011102684256,15.3877774338341,-18.7577773585088,1.1995940403305,0.455830530123776,0.311204344151393,0.962186916517291,247.600003689528,284.53333757321,285.766670924922,264.400003939867,7.20832862378851,13.1386201131591,25.9894854405279,15.7952526866581
"83",85,"152","GPD85","G107","Long Lake",-101.233,62.633,83,-28.1644438149201,19.5766662290941,-13.3144441468434,-57.7577764867908,0.107099812593697,0.584494070167639,2.89336463049879,2.21186777194157,43.3333339790503,120.46666846176,87.4000013023615,24.3666670297583,3.05668670487938,2.58907966913114,3.74032089758813,1.40475385464616
"84",86,"157","GPD86","G109","Maplehurst Lake",-80.66,43.225,84,11.9199997335672,38.8122213547015,18.734444025697,-10.4866664322714,0.753864102942715,0.323888405186327,0.59189274482439,0.577263647250234,229.400003418326,253.366670442124,238.600003555417,213.466669847568,13.2887172166012,21.7670243132536,23.6987344965481,17.7508687878607
